Pixel_Index,Ru,Rh,Pd,Ir,Pt
396,0.171875,0.205078125,0.216796875,0.185546875,0.220703125
397,0.17578125,0.205078125,0.21484375,0.18359375,0.220703125
398,0.181640625,0.205078125,0.2109375,0.1875,0.21484375
399,0.1875,0.203125,0.20703125,0.189453125,0.212890625
400,0.19140625,0.201171875,0.205078125,0.193359375,0.208984375
401,0.193359375,0.201171875,0.203125,0.193359375,0.208984375
402,0.193359375,0.201171875,0.203125,0.1953125,0.20703125
403,0.19140625,0.201171875,0.203125,0.1953125,0.208984375
404,0.19140625,0.201171875,0.203125,0.197265625,0.20703125
405,0.189453125,0.201171875,0.203125,0.197265625,0.208984375
406,0.189453125,0.201171875,0.203125,0.197265625,0.208984375
407,0.19140625,0.201171875,0.203125,0.197265625,0.20703125
408,0.19140625,0.201171875,0.203125,0.1953125,0.208984375
409,0.193359375,0.201171875,0.203125,0.1953125,0.20703125
410,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
411,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
412,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
413,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
414,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
415,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
416,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
417,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
418,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
419,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
420,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
421,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
422,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
423,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
424,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
425,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
426,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
427,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
428,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
429,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
430,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
431,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
432,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
